pid,majorTypeLEC_id,majorType_id,lec_id,species_id,value
716,T4-VM,T4,VM,103850,-1
717,T4-RU,T4,RU,103850,1
718,T4-VM,T4,VM,103857,1
719,T4-VM,T4,VM,103862,1
720,T4-UE,T4,UE,103879,-1
721,T4-BK,T4,BK,103885,1
722,T4-UE,T4,UE,103888,1
723,T4-VM,T4,VM,103891,-1
724,T4-HI,T4,HI,103891,1
725,T4-RU,T4,RU,103904,1
726,T4-VS,T4,VS,103904,1
727,T4-RU,T4,RU,103906,1
728,T4-VM,T4,VM,103908,-1
729,T4-RU,T4,RU,103908,1
730,T4-UE,T4,UE,103908,-1
731,T4-VM,T4,VM,103909,-1
732,T4-RU,T4,RU,103909,1
733,T4-UE,T4,UE,103909,-1
734,T4-RU,T4,RU,103910,1
735,T4-VM,T4,VM,103914,-2
736,T4-HI,T4,HI,103914,-1
737,T4-VM,T4,VM,103919,1
738,T4-VS,T4,VS,103919,1
739,T4-VM,T4,VM,103924,1
740,T4-RU,T4,RU,103924,1
741,T4-VS,T4,VS,103924,1
742,T4-UE,T4,UE,103924,1
743,T4-VM,T4,VM,103925,1
744,T4-RU,T4,RU,103925,1
745,T4-VS,T4,VS,103925,1
746,T4-UE,T4,UE,103925,1
747,T4-RU,T4,RU,103928,1
748,T4-VM,T4,VM,103929,1
749,T4-RU,T4,RU,103937,1
750,T4-VM,T4,VM,103939,1
751,T4-RU,T4,RU,103939,1
752,T4-VM,T4,VM,103943,-1
753,T4-HI,T4,HI,103954,1
754,T4-SU,T4,SU,103954,1
755,T4-SU,T4,SU,103958,1
756,T4-HI,T4,HI,103961,1
757,T4-VM,T4,VM,103963,1
758,T4-VM,T4,VM,103998,1
759,T4-HI,T4,HI,103998,1
760,T4-VM,T4,VM,104002,2
761,T4-SU,T4,SU,104002,-1
762,T4-HI,T4,HI,104032,1
763,T4-RU,T4,RU,104032,1
764,T4-SU,T4,SU,104032,1
765,T4-SS,T4,SS,104032,1
766,T4-RU,T4,RU,104037,1
767,T4-VM,T4,VM,104056,1
768,T4-VM,T4,VM,104087,1
769,T4-VM,T4,VM,104088,1
770,T4-RU,T4,RU,104088,1
771,T4-VM,T4,VM,104089,1
772,T4-RU,T4,RU,104089,1
773,T4-VM,T4,VM,104091,-1
774,T4-RU,T4,RU,104099,1
775,T4-SU,T4,SU,104099,1
776,T4-VM,T4,VM,104103,-1
777,T4-RU,T4,RU,104103,1
778,T4-SU,T4,SU,104103,1
779,T4-VM,T4,VM,104114,-1
780,T4-RU,T4,RU,104114,1
781,T4-SS,T4,SS,104114,-1
782,T4-RU,T4,RU,104125,1
783,T4-SU,T4,SU,104125,1
784,T4-UE,T4,UE,104125,1
785,T4-VM,T4,VM,104128,-1
786,T4-RU,T4,RU,104128,1
787,T4-SU,T4,SU,104128,1
788,T4-HI,T4,HI,104135,2
789,T4-VM,T4,VM,104136,1
790,T4-VM,T4,VM,104137,1
791,T4-VM,T4,VM,104138,1
792,T4-VM,T4,VM,104140,1
793,T4-HI,T4,HI,104140,1
794,T4-RU,T4,RU,104145,1
795,T4-VM,T4,VM,104159,-1
796,T4-RU,T4,RU,104159,2
797,T4-SU,T4,SU,104159,1
798,T4-SU,T4,SU,104164,1
799,T4-SU,T4,SU,104165,1
800,T4-VM,T4,VM,104171,-2
801,T4-HI,T4,HI,104171,-1
802,T4-VM,T4,VM,104177,-2
803,T4-RU,T4,RU,104177,1
804,T4-VM,T4,VM,104181,-2
805,T4-HI,T4,HI,104181,-1
806,T4-RU,T4,RU,104181,-1
807,T4-SU,T4,SU,104181,-1
808,T4-SS,T4,SS,104181,-1
809,T4-VM,T4,VM,104182,-1
810,T4-VM,T4,VM,104183,-2
811,T4-RU,T4,RU,104183,-1
812,T4-SS,T4,SS,104184,1
813,T4-VM,T4,VM,104187,-1
814,T4-HI,T4,HI,104187,-1
815,T4-HI,T4,HI,104196,2
816,T4-RU,T4,RU,104196,2
817,T4-SU,T4,SU,104196,1
818,T4-VM,T4,VM,104200,-2
819,T4-RU,T4,RU,104200,1
820,T4-VM,T4,VM,104204,-1
821,T4-RU,T4,RU,104204,1
822,T4-VM,T4,VM,104206,1
823,T4-SU,T4,SU,104206,1
824,T4-SU,T4,SU,104208,1
825,T4-HI,T4,HI,104218,1
826,T4-SU,T4,SU,104218,1
827,T4-VM,T4,VM,104221,1
828,T4-RU,T4,RU,104221,1
829,T4-SU,T4,SU,104221,1
830,T4-SU,T4,SU,104223,2
831,T4-VM,T4,VM,104225,1
832,T4-SU,T4,SU,104226,1
833,T4-RU,T4,RU,104232,1
834,T4-SU,T4,SU,104232,1
835,T4-VM,T4,VM,104303,-1
836,T4-RU,T4,RU,104303,1
837,T4-SU,T4,SU,104303,1
838,T4-VM,T4,VM,104324,-1
839,T4-SU,T4,SU,104328,1
840,T4-HI,T4,HI,104335,1
841,T4-SU,T4,SU,104335,1
842,T4-SS,T4,SS,104335,1
843,T4-SU,T4,SU,104374,2
844,T4-SS,T4,SS,104374,2
845,T4-RU,T4,RU,104382,1
846,T4-VM,T4,VM,104477,3
847,T4-VM,T4,VM,104522,-1
848,T4-HI,T4,HI,104522,1
849,T4-RU,T4,RU,104522,2
850,T4-SU,T4,SU,104522,1
851,T4-VM,T4,VM,104528,1
852,T4-RU,T4,RU,104539,1
853,T4-SU,T4,SU,104539,1
854,T4-VM,T4,VM,104549,1
855,T4-HI,T4,HI,104550,2
856,T4-VM,T4,VM,104551,-1
857,T4-VM,T4,VM,104558,1
858,T4-SU,T4,SU,104558,1
859,T4-RU,T4,RU,104560,1
860,T4-VM,T4,VM,104562,-1
861,T4-VM,T4,VM,104566,-2
862,T4-VM,T4,VM,104568,-1
863,T4-SU,T4,SU,104570,1
864,T4-SU,T4,SU,104572,1
865,T4-VM,T4,VM,104593,-1
866,T4-VM,T4,VM,104594,-1
867,T4-VM,T4,VM,104614,1
868,T4-HI,T4,HI,104620,2
869,T4-RU,T4,RU,104620,1
870,T4-SU,T4,SU,104620,2
871,T4-VM,T4,VM,104640,1
872,T4-UE,T4,UE,104640,1
873,T4-SS,T4,SS,104642,-1
874,T4-VS,T4,VS,104642,1
875,T4-VM,T4,VM,104646,-1
876,T4-RU,T4,RU,104646,-1
877,T4-SU,T4,SU,104646,-1
878,T4-SS,T4,SS,104646,1
879,T4-VM,T4,VM,104648,-1
880,T4-UE,T4,UE,104648,1
881,T4-VM,T4,VM,104649,-1
882,T4-HI,T4,HI,104649,3
883,T4-SU,T4,SU,104649,1
884,T4-HI,T4,HI,104650,-1
885,T4-RU,T4,RU,104651,1
886,T4-VM,T4,VM,104658,1
887,T4-HI,T4,HI,104659,1
888,T4-VM,T4,VM,104674,-1
889,T4-RU,T4,RU,104674,2
890,T4-SU,T4,SU,104674,1
891,T4-SS,T4,SS,104674,1
892,T4-UE,T4,UE,104674,-1
893,T4-VM,T4,VM,104685,-1
894,T4-SU,T4,SU,104685,-1
895,T4-VM,T4,VM,104692,-1
896,T4-VM,T4,VM,104724,-1
897,T4-SU,T4,SU,104754,1
898,T4-VM,T4,VM,104756,-1
899,T4-VM,T4,VM,104757,-1
900,T4-VM,T4,VM,104758,1
901,T4-UE,T4,UE,104764,1
902,T4-VM,T4,VM,104768,-1
903,T4-RU,T4,RU,104768,1
904,T4-SU,T4,SU,104768,1
905,T4-VM,T4,VM,104783,-2
906,T4-RU,T4,RU,104783,1
907,T4-VM,T4,VM,104789,-3
908,T4-HI,T4,HI,104789,1
909,T4-RU,T4,RU,104789,1
910,T4-HI,T4,HI,104846,1
911,T4-RU,T4,RU,104846,1
912,T4-SU,T4,SU,104846,2
913,T4-RU,T4,RU,104853,1
914,T4-VM,T4,VM,104855,-1
915,T4-RU,T4,RU,104855,1
916,T4-VM,T4,VM,104856,-1
917,T4-RU,T4,RU,104856,1
918,T4-SU,T4,SU,104856,1
919,T4-VM,T4,VM,104861,1
920,T4-VM,T4,VM,104864,-2
921,T4-VM,T4,VM,104865,-2
922,T4-SU,T4,SU,104885,1
923,T4-UE,T4,UE,104885,-1
924,T4-SU,T4,SU,104886,1
925,T4-UE,T4,UE,104886,-1
926,T4-HI,T4,HI,104890,1
927,T4-HI,T4,HI,104892,1
928,T4-RU,T4,RU,104896,1
929,T4-SS,T4,SS,104896,1
930,T4-SU,T4,SU,104900,1
931,T4-RU,T4,RU,104944,1
932,T4-VM,T4,VM,104950,-1
933,T4-VM,T4,VM,104982,3
934,T4-RU,T4,RU,104982,-1
935,T4-SU,T4,SU,104982,-1
936,T4-VM,T4,VM,104989,3
937,T4-RU,T4,RU,104989,-1
938,T4-SU,T4,SU,104989,-1
939,T4-VM,T4,VM,104991,2
940,T4-RU,T4,RU,104991,-1
941,T4-SU,T4,SU,104991,-1
942,T4-VM,T4,VM,104999,3
943,T4-RU,T4,RU,104999,-1
944,T4-SU,T4,SU,104999,-1
945,T4-UE,T4,UE,104999,1
946,T4-VM,T4,VM,105014,2
947,T4-RU,T4,RU,105014,-1
948,T4-SU,T4,SU,105014,-1
949,T4-UE,T4,UE,105014,1
950,T4-VM,T4,VM,105018,3
951,T4-RU,T4,RU,105018,-1
952,T4-SU,T4,SU,105018,-1
953,T4-UE,T4,UE,105018,1
954,T4-VM,T4,VM,105019,2
955,T4-RU,T4,RU,105019,-1
956,T4-SU,T4,SU,105019,-1
957,T4-HI,T4,HI,105038,1
958,T4-RU,T4,RU,105038,2
959,T4-SU,T4,SU,105038,1
960,T4-UE,T4,UE,105098,1
961,T4-VM,T4,VM,105102,1
962,T4-RU,T4,RU,105109,1
963,T4-VM,T4,VM,105114,1
964,T4-VM,T4,VM,105116,1
965,T4-RU,T4,RU,105132,1
966,T4-VM,T4,VM,105161,1
967,T4-VM,T4,VM,105162,1
968,T4-VM,T4,VM,105166,1
969,T4-VM,T4,VM,105173,-2
970,T4-VM,T4,VM,105174,-1
971,T4-RU,T4,RU,105174,1
972,T4-SU,T4,SU,105174,1
973,T4-VM,T4,VM,105237,1
974,T4-SU,T4,SU,105237,1
975,T4-VM,T4,VM,105252,1
976,T4-UE,T4,UE,105252,1
977,T4-VM,T4,VM,105260,-1
978,T4-VM,T4,VM,105275,-2
979,T4-RU,T4,RU,105275,1
980,T4-VM,T4,VM,105276,-2
981,T4-VM,T4,VM,105278,1
982,T4-UE,T4,UE,105278,1
983,T4-VM,T4,VM,105279,-1
984,T4-RU,T4,RU,105279,1
985,T4-VM,T4,VM,105280,1
986,T4-VM,T4,VM,105281,-1
987,T4-VM,T4,VM,105318,-1
988,T4-HI,T4,HI,105318,-1
989,T4-SU,T4,SU,105318,-1
990,T4-UE,T4,UE,105318,1
991,T4-VM,T4,VM,105328,-1
992,T4-RU,T4,RU,105328,1
993,T4-VM,T4,VM,105342,1
994,T4-HI,T4,HI,105342,-1
995,T4-UE,T4,UE,105342,1
996,T4-HI,T4,HI,105352,-1
997,T4-UE,T4,UE,105352,1
998,T4-RU,T4,RU,105355,1
999,T4-UE,T4,UE,105374,1
1000,T4-VM,T4,VM,105383,1
1001,T4-RU,T4,RU,105385,1
1002,T4-VM,T4,VM,105403,1
1003,T4-RU,T4,RU,105417,1
1004,T4-VM,T4,VM,105440,-1
1005,T4-HI,T4,HI,105440,1
1006,T4-UE,T4,UE,105440,1
1007,T4-VM,T4,VM,105446,1
1008,T4-SU,T4,SU,105446,1
1009,T4-RU,T4,RU,105467,1
1010,T4-SU,T4,SU,105467,1
1011,T4-HI,T4,HI,105486,1
1012,T4-SU,T4,SU,105486,1
1013,T4-VM,T4,VM,105497,-1
1014,T4-VM,T4,VM,105503,1
1015,T4-VM,T4,VM,141635,-2
1016,T4-UE,T4,UE,141635,-1
1017,T4-HI,T4,HI,143502,-1
1018,T4-VM,T4,VM,143537,-2
1019,T4-HI,T4,HI,143537,1
1020,T4-RU,T4,RU,143537,1
1021,T4-UE,T4,UE,143537,-1
1022,T4-VM,T4,VM,143584,1
1023,T4-RU,T4,RU,156958,1
1024,T4-UE,T4,UE,156958,-1
1025,T4-VM,T4,VM,157722,-1
1026,T4-HI,T4,HI,157722,1
1027,T4-UE,T4,UE,157722,-1
1028,T4-HI,T4,HI,157723,2
1029,T4-VM,T4,VM,160988,-1
1030,T4-HI,T4,HI,160988,1
1031,T4-VM,T4,VM,186494,-1
1032,T4-HI,T4,HI,186494,1
1033,T4-UE,T4,UE,186494,-1
